infinitive,infinitive_english,mood,mood_english,tense,tense_english,form_1s,form_1s_english,form_2s,form_2s_english,form_3s,form_3s_english,form_1p,form_1p_english,form_2p,form_2p_english,form_3p,form_3p_english,gerund,gerund_english,pastparticiple,pastparticiple_english
iniciar,"to initiate, begin, start",Indicativo,Indicative,Futuro perfecto,Future Perfect,habré iniciado,will have initiated,habrás iniciado,will have initiated,habrá iniciado,will have initiated,habremos iniciado,will have initiated,habréis iniciado,will have initiated,habrán iniciado,will have initiated,iniciando,initiating,iniciado,initiated
iniciar,"to initiate, begin, start",Indicativo,Indicative,Pluscuamperfecto,Past Perfect,había iniciado,had initiated,habías iniciado,had initiated,había iniciado,had initiated,habíamos iniciado,had initiated,habíais iniciado,had initiated,habían iniciado,had initiated,iniciando,initiating,iniciado,initiated
iniciar,"to initiate, begin, start",Indicativo,Indicative,Pretérito anterior,Preterite (Archaic),hube iniciado,,hubiste iniciado,,hubo iniciado,,hubimos iniciado,,hubisteis iniciado,,hubieron iniciado,,iniciando,initiating,iniciado,initiated
iniciar,"to initiate, begin, start",Indicativo,Indicative,Condicional perfecto,Conditional Perfect,habría iniciado,would have initiated,habrías iniciado,would have initiated,habría iniciado,would have initiated,habríamos iniciado,would have initiated,habríais iniciado,would have initiated,habrían iniciado,would have initiated,iniciando,initiating,iniciado,initiated
iniciar,"to initiate, begin, start",Subjuntivo,Subjunctive,Presente,Present,inicie,initiate,inicies,initiate,inicie,initiates,iniciemos,initiate,iniciéis,initiate,inicien,initiate,iniciando,initiating,iniciado,initiated
iniciar,"to initiate, begin, start",Subjuntivo,Subjunctive,Imperfecto,Imperfect,iniciara,was initiating,iniciaras,were initiating,iniciara,was initiating,iniciáramos,were initiating,iniciarais,were initiating,iniciaran,were initiating,iniciando,initiating,iniciado,initiated
iniciar,"to initiate, begin, start",Subjuntivo,Subjunctive,Futuro,Future,iniciare,will initiate,iniciares,will initiate,iniciare,will initiate,iniciáremos,will initiate,iniciareis,will initiate,iniciaren,will initiate,iniciando,initiating,iniciado,initiated
iniciar,"to initiate, begin, start",Subjuntivo,Subjunctive,Presente perfecto,Present Perfect,haya iniciado,have initiated,hayas iniciado,have initiated,haya iniciado,has initiated,hayamos iniciado,have initiated,hayáis iniciado,have initiated,hayan iniciado,have initiated,iniciando,initiating,iniciado,initiated
iniciar,"to initiate, begin, start",Subjuntivo,Subjunctive,Futuro perfecto,Future Perfect,hubiere iniciado,will have initiated,hubieres iniciado,will have initiated,hubiere iniciado,will have initiated,hubiéremos iniciado,will have initiated,hubiereis iniciado,will have initiated,hubieren iniciado,will have initiated,iniciando,initiating,iniciado,initiated
iniciar,"to initiate, begin, start",Subjuntivo,Subjunctive,Pluscuamperfecto,Past Perfect,hubiera iniciado,had initiated,hubieras iniciado,had initiated,hubiera iniciado,had initiated,hubiéramos iniciado,had initiated,hubierais iniciado,had initiated,hubieran iniciado,had initiated,iniciando,initiating,iniciado,initiated
iniciar,"to initiate, begin, start",Imperativo Afirmativo,Imperative Affirmative,Presente,Present,,initiate,inicia,initiate,iniciad,initiates,,initiate,inicie,initiate,inicien,initiate,iniciando,initiating,iniciado,initiated
iniciar,"to initiate, begin, start",Imperativo Negativo,Imperative Negative,Presente,Present,,initiate,no inicies,initiate,no iniciéis,initiates,,initiate,no inicie,initiate,no inicien,initiate,iniciando,initiating,iniciado,initiated
inmigrar,to immigrate,Indicativo,Indicative,Presente,Present,inmigro,immigrate,inmigras,immigrate,inmigra,immigrates,inmigramos,immigrate,inmigráis,immigrate,inmigran,immigrate,inmigrando,immigrating,inmigrado,immigratingd
inmigrar,to immigrate,Indicativo,Indicative,Futuro,Future,inmigraré,will immigrate,inmigrarás,will immigrate,inmigrará,will immigrate,inmigraremos,will immigrate,inmigraréis,will immigrate,inmigrarán,will immigrate,inmigrando,immigrating,inmigrado,immigratingd
inmigrar,to immigrate,Indicativo,Indicative,Imperfecto,Imperfect,inmigraba,was immigrating,inmigrabas,were immigrating,inmigraba,was immigrating,inmigrábamos,were immigrating,inmigrabais,were immigrating,inmigraban,were immigrating,inmigrando,immigrating,inmigrado,immigratingd
inmigrar,to immigrate,Indicativo,Indicative,Pretérito,Preterite,inmigré,immigratingd,inmigraste,immigratingd,inmigró,immigratingd,inmigramos,immigratingd,inmigrasteis,immigratingd,inmigraron,immigratingd,inmigrando,immigrating,inmigrado,immigratingd
inmigrar,to immigrate,Indicativo,Indicative,Condicional,Conditional,inmigraría,would immigrate,inmigrarías,would immigrate,inmigraría,would immigrate,inmigraríamos,would immigrate,inmigraríais,would immigrate,inmigrarían,would immigrate,inmigrando,immigrating,inmigrado,immigratingd
inmigrar,to immigrate,Indicativo,Indicative,Presente perfecto,Present Perfect,he inmigrado,have immigratingd,has inmigrado,have immigratingd,ha inmigrado,has immigratingd,hemos inmigrado,have immigratingd,habéis inmigrado,have immigratingd,han inmigrado,have immigratingd,inmigrando,immigrating,inmigrado,immigratingd
inmigrar,to immigrate,Indicativo,Indicative,Futuro perfecto,Future Perfect,habré inmigrado,will have immigratingd,habrás inmigrado,will have immigratingd,habrá inmigrado,will have immigratingd,habremos inmigrado,will have immigratingd,habréis inmigrado,will have immigratingd,habrán inmigrado,will have immigratingd,inmigrando,immigrating,inmigrado,immigratingd
inmigrar,to immigrate,Indicativo,Indicative,Pluscuamperfecto,Past Perfect,había inmigrado,had immigratingd,habías inmigrado,had immigratingd,había inmigrado,had immigratingd,habíamos inmigrado,had immigratingd,habíais inmigrado,had immigratingd,habían inmigrado,had immigratingd,inmigrando,immigrating,inmigrado,immigratingd
inmigrar,to immigrate,Indicativo,Indicative,Pretérito anterior,Preterite (Archaic),hube inmigrado,,hubiste inmigrado,,hubo inmigrado,,hubimos inmigrado,,hubisteis inmigrado,,hubieron inmigrado,,inmigrando,immigrating,inmigrado,immigratingd
insultar,to insult,Indicativo,Indicative,Pretérito,Preterite,insulté,insulted,insultaste,insulted,insultó,insulted,insultamos,insulted,insultasteis,insulted,insultaron,insulted,insultando,insulting,insultado,insulted
inmigrar,to immigrate,Indicativo,Indicative,Condicional perfecto,Conditional Perfect,habría inmigrado,would have immigratingd,habrías inmigrado,would have immigratingd,habría inmigrado,would have immigratingd,habríamos inmigrado,would have immigratingd,habríais inmigrado,would have immigratingd,habrían inmigrado,would have immigratingd,inmigrando,immigrating,inmigrado,immigratingd
inmigrar,to immigrate,Subjuntivo,Subjunctive,Presente,Present,inmigre,immigrate,inmigres,immigrate,inmigre,immigrates,inmigremos,immigrate,inmigréis,immigrate,inmigren,immigrate,inmigrando,immigrating,inmigrado,immigratingd
inmigrar,to immigrate,Subjuntivo,Subjunctive,Imperfecto,Imperfect,inmigrara,was immigrating,inmigraras,were immigrating,inmigrara,was immigrating,inmigráramos,were immigrating,inmigrarais,were immigrating,inmigraran,were immigrating,inmigrando,immigrating,inmigrado,immigratingd
inmigrar,to immigrate,Subjuntivo,Subjunctive,Futuro,Future,inmigrare,will immigrate,inmigrares,will immigrate,inmigrare,will immigrate,inmigráremos,will immigrate,inmigrareis,will immigrate,inmigraren,will immigrate,inmigrando,immigrating,inmigrado,immigratingd
inmigrar,to immigrate,Subjuntivo,Subjunctive,Presente perfecto,Present Perfect,haya inmigrado,have immigratingd,hayas inmigrado,have immigratingd,haya inmigrado,has immigratingd,hayamos inmigrado,have immigratingd,hayáis inmigrado,have immigratingd,hayan inmigrado,have immigratingd,inmigrando,immigrating,inmigrado,immigratingd
inmigrar,to immigrate,Subjuntivo,Subjunctive,Futuro perfecto,Future Perfect,hubiere inmigrado,will have immigratingd,hubieres inmigrado,will have immigratingd,hubiere inmigrado,will have immigratingd,hubiéremos inmigrado,will have immigratingd,hubiereis inmigrado,will have immigratingd,hubieren inmigrado,will have immigratingd,inmigrando,immigrating,inmigrado,immigratingd
inmigrar,to immigrate,Subjuntivo,Subjunctive,Pluscuamperfecto,Past Perfect,hubiera inmigrado,had immigratingd,hubieras inmigrado,had immigratingd,hubiera inmigrado,had immigratingd,hubiéramos inmigrado,had immigratingd,hubierais inmigrado,had immigratingd,hubieran inmigrado,had immigratingd,inmigrando,immigrating,inmigrado,immigratingd
inmigrar,to immigrate,Imperativo Afirmativo,Imperative Affirmative,Presente,Present,,immigrate,inmigra,immigrate,inmigrad,immigrates,,immigrate,inmigre,immigrate,inmigren,immigrate,inmigrando,immigrating,inmigrado,immigratingd
inmigrar,to immigrate,Imperativo Negativo,Imperative Negative,Presente,Present,,immigrate,no inmigres,immigrate,no inmigréis,immigrates,,immigrate,no inmigre,immigrate,no inmigren,immigrate,inmigrando,immigrating,inmigrado,immigratingd
insistir,to insist,Indicativo,Indicative,Presente,Present,insisto,insist,insistes,insist,insiste,insists,insistimos,insist,insistís,insist,insisten,insist,insistiendo,insisting,insistido,insisted
insistir,to insist,Indicativo,Indicative,Futuro,Future,insistiré,will insist,insistirás,will insist,insistirá,will insist,insistiremos,will insist,insistiréis,will insist,insistirán,will insist,insistiendo,insisting,insistido,insisted
insistir,to insist,Indicativo,Indicative,Imperfecto,Imperfect,insistía,was insisting,insistías,were insisting,insistía,was insisting,insistíamos,were insisting,insistíais,were insisting,insistían,were insisting,insistiendo,insisting,insistido,insisted
insistir,to insist,Indicativo,Indicative,Pretérito,Preterite,insistí,insisted,insististe,insisted,insistió,insisted,insistimos,insisted,insististeis,insisted,insistieron,insisted,insistiendo,insisting,insistido,insisted
insistir,to insist,Indicativo,Indicative,Condicional,Conditional,insistiría,would insist,insistirías,would insist,insistiría,would insist,insistiríamos,would insist,insistiríais,would insist,insistirían,would insist,insistiendo,insisting,insistido,insisted
